URL,Type,Status Code,Indexability,In Sitemap,Orphan URL,Noindex Signal,Canonical Missing,Canonicalised,Meta Missing,Meta Duplicate,Title Missing,Title Duplicate,Title Over 60,Backlink Rows,Referring Domains,Follow Rows,All Inlinks Rows,GSC Clicks,GSC Impressions,GSC CTR,GSC Position,Suggested Action,Replacement URL,Priority,Decision Confidence,GSC Indexing Blocker,GSC Last Crawl,Top Inlink Sources,Problem Inlink Sources,Notes
https://theccpress.com/arthur-hayes-bitcoin-forecast-2025/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/arthur-hayes-bitcoin-forecast-2025/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/attorney-sues-dhs-satoshi-nakamoto-identity/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/attorney-sues-dhs-satoshi-nakamoto-identity/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/attorney-sues-dhs-satoshi-nakamoto/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/attorney-sues-dhs-satoshi-nakamoto/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/bdag-testnet-0-0025-window-doge-resists-polygon-expands/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/bdag-testnet-0-0025-window-doge-resists-polygon-expands/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/bdag-vs-cosmos-algorand-keynote-3-shows-why-execution-matters-in-layer-1-blockchain-projects/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,5,0%,36.8,301,https://theccpress.com/bdag-vs-cosmos-algorand-keynote-3-shows-why-execution-matters-in-layer-1-blockchain-projects/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/best-altcoins-to-buy-in-march-2025-qubetics-story-ip-and-solana/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,6,0%,27.5,301,https://theccpress.com/best-altcoins-to-buy-in-march-2025-qubetics-story-ip-and-solana/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/best-crypto-for-2025-web3-ais-0-0003-token-could-deliver-1747-roi/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,2,0%,38,301,https://theccpress.com/best-crypto-for-2025-web3-ais-0-0003-token-could-deliver-1747-roi/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/best-crypto-presale-to-buy-for-2025-qubetics-litecoin-and-gala-compared/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,5,0%,18.4,301,https://theccpress.com/best-crypto-presale-to-buy-for-2025-qubetics-litecoin-and-gala-compared/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/best-cryptos-to-buy-now-qubetics-stellar-and-tezos-compared-for-2025/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,5,0%,13.8,301,https://theccpress.com/best-cryptos-to-buy-now-qubetics-stellar-and-tezos-compared-for-2025/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/best-meme-coins-to-join-now-arctic-pablo-coin-broccoli-and-tst/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/best-meme-coins-to-join-now-arctic-pablo-coin-broccoli-and-tst/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/best-mining-motherboard/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/best-mining-motherboard/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/best-new-meme-coins-to-buy-this-week-arctic-pablo-ai-prophecy-pepe-coin/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/best-new-meme-coins-to-buy-this-week-arctic-pablo-ai-prophecy-pepe-coin/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/best-ways-to-buy-bitcoin-anonymously-without-id-cc/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/best-ways-to-buy-bitcoin-anonymously-without-id-cc/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/binance-employee-profits-uuu-trading/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/binance-employee-profits-uuu-trading/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/binance-has-issued-a-termination-of-service-notice-to-its-iranian-clients/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/binance-has-issued-a-termination-of-service-notice-to-its-iranian-clients/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/binance-new-perpetual-contracts-2025/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/binance-new-perpetual-contracts-2025/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/binance-new-usdc-trading-pairs/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/binance-new-usdc-trading-pairs/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/binance-removes-leveraged-pairs-march-25/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/binance-removes-leveraged-pairs-march-25/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/bitcoin-drops-below-80k-market-impact/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/bitcoin-drops-below-80k-market-impact/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/bitcoin-future-price-hayes-prediction/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/bitcoin-future-price-hayes-prediction/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/bitflyer-crypto-exchange-adds-new-altcoins-on-their-buy-sell-platform/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/bitflyer-crypto-exchange-adds-new-altcoins-on-their-buy-sell-platform/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/blackrock-crypto-uk-approval-unverified/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/blackrock-crypto-uk-approval-unverified/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/blockdag-keynote-3-216m-raised-testnet-and-x1-app-explained-progress-or-just-smart-timing/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/blockdag-keynote-3-216m-raised-testnet-and-x1-app-explained-progress-or-just-smart-timing/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/blockdag-keynote-3-why-experts-say-its-the-most-secure-chain-in-web3/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/blockdag-keynote-3-why-experts-say-its-the-most-secure-chain-in-web3/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/blockdag-raises-5m-in-48-hours-keynote-3-triggers-massive-fomo/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,5,0%,31,301,https://theccpress.com/blockdag-raises-5m-in-48-hours-keynote-3-triggers-massive-fomo/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/blockdag-rewards-buyers-with-150-bonus-shib-burns-1b-tokens-polkadot-activity-grows/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,2,0%,20.5,301,https://theccpress.com/blockdag-rewards-buyers-with-150-bonus-shib-burns-1b-tokens-polkadot-activity-grows/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/blockdag-rises-as-xrp-gains-etf-ground-cardano-drops/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/blockdag-rises-as-xrp-gains-etf-ground-cardano-drops/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/blockdag-soars-decentraland-bounces-back-solana-gathers-momentum/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,3,0%,15.67,301,https://theccpress.com/blockdag-soars-decentraland-bounces-back-solana-gathers-momentum/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/blockdag-vs-icp-bitget-whale-surge-testnet-wins-and-210m-presale-momentum/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,3,0%,16.67,301,https://theccpress.com/blockdag-vs-icp-bitget-whale-surge-testnet-wins-and-210m-presale-momentum/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/blockdags-600-bonus-overshadows-doge-and-shib-rally/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,6,0%,21.33,301,https://theccpress.com/blockdags-600-bonus-overshadows-doge-and-shib-rally/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/blockdags-keynote-3-stands-out-beating-chainlink-polkadot-in-q1-2025/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/blockdags-keynote-3-stands-out-beating-chainlink-polkadot-in-q1-2025/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/bonk-ai-companions-and-this-upcoming-meme-coin-presale-that-could-100x-in-2025/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/bonk-ai-companions-and-this-upcoming-meme-coin-presale-that-could-100x-in-2025/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/cardano-foundation-veridian-wallet-launch/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/cardano-foundation-veridian-wallet-launch/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/cardano-price-target-milestone-investment/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/cardano-price-target-milestone-investment/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/chaincatcher-dex-onchain-wallet-discussion/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/chaincatcher-dex-onchain-wallet-discussion/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/circle-decentralized-refund-protocol-stablecoins/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/circle-decentralized-refund-protocol-stablecoins/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/clarity-act-digital-assets-cftc/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/clarity-act-digital-assets-cftc/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/coinbase-adds-freysa-fai-listing/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/coinbase-adds-freysa-fai-listing/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/coinbase-launches-akt-zec-well-contracts/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/coinbase-launches-akt-zec-well-contracts/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/congressman-secure-bitcoin-reserve/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/congressman-secure-bitcoin-reserve/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/crypto-com-announces-litecoin-ltc-listing-on-monaco-mco-wallet/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,2,0%,7,301,https://theccpress.com/crypto-com-announces-litecoin-ltc-listing-on-monaco-mco-wallet/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/crypto-etf-shutdowns-expected-by-2027/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/crypto-etf-shutdowns-expected-by-2027/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/crypto-profits-not-taxable-in-south-korea-government-confirms/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/crypto-profits-not-taxable-in-south-korea-government-confirms/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/crypto-service-tipjar-to-cease-operations-in-2020-as-market-slows-down/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/crypto-service-tipjar-to-cease-operations-in-2020-as-market-slows-down/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/crypto-top-gainers-qubetics-xrp-algorand-price-surge-and-real-world-impact/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,8,0%,18.75,301,https://theccpress.com/crypto-top-gainers-qubetics-xrp-algorand-price-surge-and-real-world-impact/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/cryptopanic-review-is-it-the-best-crypto-news-aggregator/?amp,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,380,0%,53.71,301,https://theccpress.com/cryptopanic-review-is-it-the-best-crypto-news-aggregator/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/dash-has-launched-an-sms-based-cryptocurrency-transaction-service-for-venezuelan-users/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/dash-has-launched-an-sms-based-cryptocurrency-transaction-service-for-venezuelan-users/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/dish-added-a-new-cryptocurrency-payment-option-and-switched-to-bitpay/?amp,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,2,0%,6,301,https://theccpress.com/dish-added-a-new-cryptocurrency-payment-option-and-switched-to-bitpay/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/dogecoin-foundation-launches-doge-reserve/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/dogecoin-foundation-launches-doge-reserve/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/dogecoin-price-surge-market-interest/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/dogecoin-price-surge-market-interest/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/dragoin-vs-gala-games-vs-render-token-earn-crypto-playing-games-with-telegrams-best-play-to-earn-platform/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,4,0%,27,301,https://theccpress.com/dragoin-vs-gala-games-vs-render-token-earn-crypto-playing-games-with-telegrams-best-play-to-earn-platform/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/dragoins-6700-roi-telegram-game-roadmap-put-it-ahead-of-sui-xrp/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,1,0%,2,301,https://theccpress.com/dragoins-6700-roi-telegram-game-roadmap-put-it-ahead-of-sui-xrp/,Critical,High,,,,,Duplicate or variant URL pattern
https://theccpress.com/eiopa-capital-requirement-crypto-insurance/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/eiopa-capital-requirement-crypto-insurance/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/elon-musk-us-europe-free-trade-zone/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/elon-musk-us-europe-free-trade-zone/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/ethena-securitize-launch-converge/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/ethena-securitize-launch-converge/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/ethereum-delays-pectra-mainnet-launch/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/ethereum-delays-pectra-mainnet-launch/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/filecoins-already-in-the-sky-but-qubetics-is-still-on-the-launchpad-and-one-of-the-best-cryptos-to-buy-this-month/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,5,0%,14.8,301,https://theccpress.com/filecoins-already-in-the-sky-but-qubetics-is-still-on-the-launchpad-and-one-of-the-best-cryptos-to-buy-this-month/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/galaxy-digital-fca-approval-expansion-uk/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/galaxy-digital-fca-approval-expansion-uk/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/galaxy-digital-fca-approval-uk-derivatives/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/galaxy-digital-fca-approval-uk-derivatives/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/galaxy-digital-fca-approval-uk-trading/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/galaxy-digital-fca-approval-uk-trading/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://theccpress.com/galaxy-digital-fca-derivatives-license-uk/amp/,amp,,,no,no,no,no,no,no,no,no,no,no,0,0,0,0,,,,,301,https://theccpress.com/galaxy-digital-fca-derivatives-license-uk/,Critical,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,,,,Duplicate or variant URL pattern | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
