URL,Type,Status Code,In Sitemap,GSC Indexing Blocker,Priority,Top Inlink Sources,Notes
https://tokentopnews.com/coin/bnb/,coin_page,200,no,,Critical,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /bullzilla-presale-gains-heat-as-binance-coin-and-aster-climb-best-cryptos-to-buy-now/ (1) | /best-meme-coins-to-buy-for-2025-arctic-pablos-presale-nears-final-location/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/bonk/,coin_page,200,no,,Critical,/coin/bonk/ (1) | /pump-token-presale-solana-sellout/ (1) | /regretting-bonk-moonbull-presale-is-live-and-could-be-one-of-the-top-meme-coins-to-watch-in-2025-with-high-profits/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/cardano/,coin_page,200,no,,Critical,/coin/cardano/ (1) | /missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /brave-wallet-support-cardano-integration/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/chainlink/,coin_page,200,no,,Critical,/chainlink-key-support-resistance-level-analysis/ (1) | /jpmorgan-public-tokenized-bond-trade/ (1) | /top-cryptos-to-buy-in-2025-moonbull-solana-chainlink/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/cosmos/,coin_page,200,no,,Critical,/best-altcoins-to-invest-in-now-qubetics-cosmos-and-aptos-lead-the-charge/ (1) | /coin/cosmos/ (1) | /solana-blockdag-and-cosmos-top-cryptos-to-buy-now-for-major-growth/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/cronos/,coin_page,200,no,,Critical,/trump-media-crypto-com-cro-token/ (1) | /coin/cronos/ (1) | /la-culex-bnb-and-cronos-lead-novembers-100x-presale/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/dai/,coin_page,200,no,,Critical,/mkr-swap-sky-makerdao-rebranding/ (1) | /coin/dai/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/doge/,coin_page,200,no,,Critical,/dogecoin-price-analysis-can-doge-hold-momentum-as-liquidity-shifts/ (1) | /coin/doge/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/dogecoin/,coin_page,200,no,,Critical,/moonbull-100x-crypto-presale-insight-2025-vs-cat-in-a-dogs-world-and-dogecoin/ (1) | /kucoin-launches-kupool-mining-service/ (1) | /moonbull-whitelist-live-now-best-new-upcoming-crypto-presale-vs-pepe-and-floki/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/eth/,coin_page,200,no,,Critical,/coin/eth/ (1) | /ethereum-price-prediction-2025-2030-can-ethereum-reach-10000-usd/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/ethereum/,coin_page,200,no,,Critical,/opensea-market-leadership-nft-revival/ (1) | /altcoins-momentum-bitcoin-dominance-drops/ (1) | /mozilla-is-accepting-crypto-donations-again-but-only-from-pos-validated-blockchains/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/eurc/,coin_page,200,no,,Critical,/circle-stablecoin-payouts-circle-mint-singapore/ (1) | /coin/eurc/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/filecoin/,coin_page,200,no,,Critical,/how-to-trade-the-best-crypto-to-buy-in-april-apemars-stage-15/ (1) | /coin/filecoin/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/gatetoken/,coin_page,200,no,,Critical,/coin/gatetoken/ (1) | /total-staked-gatetoken-exceeds-40-million/ (1) | /cex-platform-coins-bgb-gt-rise/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/hedera/,coin_page,200,no,,Critical,/how-to-trade-the-best-crypto-to-buy-in-april-apemars-stage-15/ (1) | /missed-hypes-breakout-why-this-layer-1-project-dominates-as-the-most-popular-cryptocurrency-of-2025/ (1) | /coin/hedera/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/hyperliquid/,coin_page,200,no,,Critical,/ethereum-whale-short-strategy-success/ (1) | /missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /machi-big-brother-eth-liquidation-risk-hyperliquid/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/jupiter/,coin_page,200,no,,Critical,/coin/jupiter/ (1) | /v2ex-token-market-cap-unverified/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/just/,coin_page,200,no,,Critical,/crypto-market-liquidations-bitcoin-ethereum/ (1) | /trump-pressures-powell-interest-rate-reduction/ (1) | /coin/just/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/kaspa/,coin_page,200,no,,Critical,/coin/kaspa/ (1) | /2677-roi-this-window-might-close-in-days-heres-the-math-behind-it/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/litecoin/,coin_page,200,no,,Critical,/missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /kucoin-launches-kupool-mining-service/ (1) | /moonbull-vs-polkadot-vs-litecoin-best-altcoins-to-buy-comparison/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/monero/,coin_page,200,no,,Critical,/coin/monero/ (1) | /bullzilla-presale-ignites-hype-as-monero-and-polkadot-surge-are-these-the-top-coins-to-invest-in-2025/ (1) | /bullzilla-monero-toncoin-the-top-coins-to-invest-in-2025-with-massive-roi-potential/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/morpho/,coin_page,200,no,,Critical,/defi-lending-record-tvl-june-2025/ (1) | /missed-hypes-breakout-why-this-layer-1-project-dominates-as-the-most-popular-cryptocurrency-of-2025/ (1) | /coin/morpho/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/official-trump/,coin_page,200,no,,Critical,/trump-floki-bzil-top-meme-coins-to-buy-project/ (1) | /coin/official-trump/ (1) | /best-1000x-meme-coins-bullzilla-wif-and-trump/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/ondo/,coin_page,200,no,,Critical,/jpmorgan-public-tokenized-bond-trade/ (1) | /coin/ondo/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/pancakeswap/,coin_page,200,no,,Critical,/ethereum-dex-volume-market-impact/ (1) | /coin/pancakeswap/ (1) | /cyber-crash-token-launch-70-percent-surge/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/pax-gold/,coin_page,200,no,,Critical,/peter-schiff-tokenized-gold-blockchain-future/ (1) | /coin/pax-gold/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/pepe/,coin_page,200,no,,Critical,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /moonbull-whitelist-live-now-best-new-upcoming-crypto-presale-vs-pepe-and-floki/ (1) | /moonbull-whitelist-soars-as-coq-inu-and-dogs-break-out-in-top-new-meme-coin-to-watch-race/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/pi/,coin_page,200,no,,Critical,/shib-price-wobbles-pi-network-stalls-blockdag-x1-app-surges-to-1-5m-users/ (1) | /coin/pi/ (1) | /blockdag-vs-pi-network-vs-cardano-which-altcoin-is-poised-for-a-major-breakout/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/polkadot/,coin_page,200,no,,Critical,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /bullzilla-presale-gains-heat-as-binance-coin-and-aster-climb-best-cryptos-to-buy-now/ (1) | /polkadot-dot-institutional-interest-jam-upgrade/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/pudgy-penguins/,coin_page,200,no,,Critical,/top-meme-coin-presales-to-invest-in-this-week-pudgy-penguins-fartcoin-bullzilla-presale/ (1) | /dogecoin-down-5-pengu-sliding-meanwhile-arctic-pablo-presale-unlocks-free-2x-tokens-top-new-meme-coins-to-invest-in-now/ (1) | /coin/pudgy-penguins/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/pump-fun/,coin_page,200,no,,Critical,/pump-token-presale-solana-sellout/ (1) | /pump-fun-pump-token-sale-airdrop-2025/ (1) | /pumpfun-token-distribution-complete/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/render/,coin_page,200,no,,Critical,/coin/render/ (1) | /binance-halts-fis-mdt-bnb-chain/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/river/,coin_page,200,no,,Critical,/troller-cat-would-snek-best-cryptos-for-beginners-with-hype-value/ (1) | /coin/river/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/sei/,coin_page,200,no,,Critical,/coin/sei/ (1) | /solana-blockdag-and-cosmos-top-cryptos-to-buy-now-for-major-growth/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/shiba-inu/,coin_page,200,no,,Critical,/moonbull-cat-in-a-dogs-world-dogecoin-top-crypto-presale-in-virginia-2025-opportunities/ (1) | /moonbull-whitelist-soars-as-coq-inu-and-dogs-break-out-in-top-new-meme-coin-to-watch-race/ (1) | /arctic-pablo-coin-housecoin-apecoin-updates-top-meme-coins-to-join-for-long-term/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/sky/,coin_page,200,no,,Critical,/mkr-swap-sky-makerdao-rebranding/ (1) | /coin/sky/ (1) | /sky-hits-resistance-ethereum-slows-qubetics-could-be-the-next-best-crypto-to-buy-right-now/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/sol/,coin_page,200,no,,Critical,/solana-price-analysis-can-sol-break-out-as-liquidity-tightens/ (1) | /bonk-bonk-price-prediction-2025-2030-can-bonk-hit-new-highs/ (1) | /solana-sol-price-prediction-2025-2030-can-sol-reach-1000/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/solana/,coin_page,200,no,,Critical,/missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /how-to-trade-the-best-crypto-to-buy-in-april-apemars-stage-15/ (1) | /definitive-edge-platform-market-cap-rise/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/stable/,coin_page,200,no,,Critical,/swiss-tyr-capital-market-neutral-hedge-fund/ (1) | /gateio-dexlab-xlab-spot-trading/ (1) | /bybit-usdt-trading-stock-assets-launch/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/stellar/,coin_page,200,no,,Critical,/coin/stellar/ (1) | /la-culex-bnb-and-cronos-lead-novembers-100x-presale/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/sui/,coin_page,200,no,,Critical,/everything-blockchain-invests-five-tokens/ (1) | /sui-70-percent-surge-market-resilience/ (1) | /coin/sui/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/tether-gold/,coin_page,200,no,,Critical,/peter-schiff-tokenized-gold-blockchain-future/ (1) | /coin/tether-gold/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/tezos/,coin_page,200,no,,Critical,/qubetics-tezos-bitcoin-surge-ahead-trending-cryptos-to-buy-for-2025/ (1) | /coin/tezos/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/toncoin/,coin_page,200,no,,Critical,/toncoin-telegram-26m-nft-stickers/ (1) | /coin/toncoin/ (1) | /bullzilla-monero-toncoin-the-top-coins-to-invest-in-2025-with-massive-roi-potential/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/tron/,coin_page,200,no,,Critical,/missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /best-crypto-to-watch-apemars-tron-ethereum-insights/ (1) | /tron-addresses-balance-130-million-growth/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/trx/,coin_page,200,no,,Critical,/coin/trx/ (1) | /tron-trx-price-analysis-trx-holds-above-support-as-momentum-stays-neutral/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/uniswap/,coin_page,200,no,,Critical,/coin/uniswap/ (1) | /canada-tariff-us-cars-trade/ (1) | /best-1000x-meme-coins-bullzilla-wif-and-trump/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/usdc/,coin_page,200,no,,Critical,/top-5-crypto-news-24-hours-metaplanet-circle/ (1) | /machi-big-brother-eth-liquidation-risk-hyperliquid/ (1) | /coin/usdc/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/world-liberty-financial/,coin_page,200,no,,Critical,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /eric-trump-wlf-trump-acquisition/ (1) | /eric-trump-wlfi-trump-token-dispute/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/worldcoin/,coin_page,200,no,,Critical,/coin/worldcoin/ (1) | /thailand-halts-worldcoin-biometric-services/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/coin/xrp/,coin_page,200,no,,Critical,/sec-delays-xrp-etf-franklin-templeton/ (1) | /everything-blockchain-invests-five-tokens/ (1) | /xrp-futures-volume-surges-sec-win/ (1),Coin detail URL is canonicalised to /coin/ and should not stay as an index target | Replacement candidate: https://tokentopnews.com/coin/
https://tokentopnews.com/p/twenty-one-rings-nyse-bell-starts-trading.webm,media_page,,no,Bị loại trừ bởi thẻ 'noindex',High,,Bị loại trừ bởi thẻ 'noindex'
https://tokentopnews.com/blog/page/16/,pagination,,no,,High,,
https://tokentopnews.com/blog/page/2/,pagination,,no,,High,,
https://tokentopnews.com/blog/page/8/,pagination,,no,,High,,
https://tokentopnews.com/crypto-topics/page/2/,pagination,200,no,,High,/crypto-topics/page/3/ (3) | /crypto-topics/ (3) | /crypto-topics/page/2/ (2),
https://tokentopnews.com/crypto-topics/page/3/,pagination,200,no,,High,/crypto-topics/page/2/ (3) | /crypto-topics/page/4/ (3) | /crypto-topics/page/3/ (2),
https://tokentopnews.com/crypto-topics/page/4/,pagination,200,no,,High,/crypto-topics/page/3/ (3) | /crypto-topics/page/4/ (2) | /crypto-topics/page/2/ (1),
https://tokentopnews.com/cryptocurrency-news/bitcoin/page/2/,pagination,200,no,,High,/cryptocurrency-news/bitcoin/page/3/ (3) | /cryptocurrency-news/bitcoin/ (3) | /cryptocurrency-news/bitcoin/page/2/ (2),
https://tokentopnews.com/cryptocurrency-news/bitcoin/page/3/,pagination,200,no,,High,/cryptocurrency-news/bitcoin/page/4/ (3) | /cryptocurrency-news/bitcoin/page/2/ (3) | /cryptocurrency-news/bitcoin/page/3/ (2),
https://tokentopnews.com/cryptocurrency-news/bitcoin/page/4/,pagination,200,no,,High,/cryptocurrency-news/bitcoin/page/3/ (3) | /cryptocurrency-news/bitcoin/page/4/ (2) | /cryptocurrency-news/bitcoin/page/2/ (1),
https://tokentopnews.com/cryptocurrency-news/ethereum/page/2/,pagination,200,no,,High,/cryptocurrency-news/ethereum/ (3) | /cryptocurrency-news/ethereum/page/2/ (2),
https://tokentopnews.com/cryptocurrency-news/page/10/,pagination,200,no,,High,/cryptocurrency-news/page/11/ (3) | /cryptocurrency-news/page/9/ (3) | /cryptocurrency-news/page/10/ (2),
https://tokentopnews.com/cryptocurrency-news/page/100/,pagination,200,no,,High,/cryptocurrency-news/page/99/ (3) | /cryptocurrency-news/page/101/ (3) | /cryptocurrency-news/page/100/ (2),
https://tokentopnews.com/cryptocurrency-news/page/101/,pagination,200,no,,High,/cryptocurrency-news/page/102/ (3) | /cryptocurrency-news/page/100/ (3) | /cryptocurrency-news/page/101/ (2),
https://tokentopnews.com/cryptocurrency-news/page/102/,pagination,200,no,,High,/cryptocurrency-news/page/103/ (3) | /cryptocurrency-news/page/101/ (3) | /cryptocurrency-news/page/102/ (2),
