"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.ccn.com/analysis/crypto/pnut-price-prediction/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,086","",""
"https://coincentral.com/pi-network-price-faces-breakdown-as-2m-tokens-suddenly-hit-exchanges/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,143","",""
"https://tokentopnews.com/new-wallet-gets-488599-hype-worth-17-18m-from-falconx/","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","1","0,479","",""
"https://www.example.com/link1","text/html","404","Not Found","Non-Indexable","Client Error","1","0,088","",""
"https://example.com/voidify-tornado-cash-solana-privacy-features","text/html","404","Not Found","Non-Indexable","Client Error","1","0,143","",""
"https://www.example.com/link3","text/html","404","Not Found","Non-Indexable","Client Error","1","0,078","",""
"https://example.com/whale-sells-hype-causes-price-drop","text/html","404","Not Found","Non-Indexable","Client Error","1","0,146","",""
"https://www.example.com/link4","text/html","404","Not Found","Non-Indexable","Client Error","1","0,125","",""
"https://www.example.com/link5","text/html","404","Not Found","Non-Indexable","Client Error","1","0,150","",""
"https://www2.ljworld.com/news/world-news/2026/jan/22/trumps-european-threats-could-cause-lasting-damage-to-us-standing-in-the-world/","text/html","403","Forbidden","Non-Indexable","Client Error","1","0,540","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_medium=1110-18%3A15+MoonBull+Raises+$550K+in+Presale+as+XRP+Hits+$0.54+and+XLM+Trades+at+$0.11+—+The+Top+100x+Crypto+Presale+Investors+Are+Watching+FJ-3248&utm_campaign=FJ-3248","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","5","0,157","",""
"https://www.grayscale.com/funds/grayscale-decentralized-ai-fund","text/html; charset=utf-8","429","Too Many Requests","Non-Indexable","Client Error","3","0,114","",""
"https://tokentopnews.com/ethereum-staking-ratio-hits-record-85b-secured/","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","1","0,644","",""
"https://www.example.com/institutional-interest/bitcoin-billion-dollars","text/html","404","Not Found","Non-Indexable","Client Error","1","0,123","",""
"https://www.apemars.com/tc-Toptokennews/?utm_source=Toptokennews&utm_medium=217-12%3A15+Pepe+and+Dogwifhat+Left+You+Behind?+Grab+the+Next+1000x+Meme+Coin+to+Buy+With+8%2C100%+ROI+-+APEMARS+Stage+8+Selling+Fast+HH-W5031-HZ-1597&utm_campaign=HH-W5031-HZ-1597","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","9","0,068","",""
"https://www.example.com/us-payrolls-impact-fed-rate-decision","text/html","404","Not Found","Non-Indexable","Client Error","1","0,088","",""
"https://www.forbes.com/2021/02/01/microstrategys-bitcoin-bet/","text/html","404","Not Found","Non-Indexable","Client Error","1","0,325","",""
"https://money.com/best-crypto-wallets/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,130","",""
"https://example.com/amazon-heavy-ai-investments-concerns-profitability","text/html","404","Not Found","Non-Indexable","Client Error","1","0,121","",""
"https://www.example.com/blockchain-group-raises-capital-bitcoin-strategy","text/html","404","Not Found","Non-Indexable","Client Error","1","0,098","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_medium=1115-18%3A15+MoonBull+Gains+Buzz+as+the+Next+1000x+Crypto+to+Buy+Amid+Ethereum’s+Supply+Dip+and+XRP’s+Futures+Boom+SR2-9485-SR-6834&utm_campaign=SR2-9485-SR-6834","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","5","0,154","",""
"https://example.com/Market-Capitalization-and-Valuations-Challenge-by-Recent-ETF-Movements","text/html","404","Not Found","Non-Indexable","Client Error","1","0,136","",""
"https://coincentral.com/blackrock-dumps-111m-bitcoin-and-254m-ethereum-amid-ongoing-etf-withdrawals","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,133","",""
"https://www.ig.com/au/news-and-trade-ideas/_ethereum-price-outlook--ether-hovers-at--4-500-amid-fed-decisio-250917","text/html","403","Forbidden","Non-Indexable","Client Error","1","0,154","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXd-ia5YJVXScKROQOEQaSbFiAScWtXpZVUwJ002Y_PjYhhH6wWRQLwJll6K0LIZeu9rcRe1n0olcjG-Yad-lrSsAHvmnkDOH1hRUBokCeC320ozoKk5yLJ8prKH7wR3UoBpYr61-BdEe6AY54XGXBq5WQbMVHpPQwzxTObl64hrYBY?key=Pz3BpUCajkiJQvfjAnq36A","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","0","0,243","",""
"https://www.blockchain.com/explorer/news/market-caution-btc-eth-volatility","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","1,043","",""
"https://example.com/abraxas-capital-eth-withdrawals-impact-market","text/html","404","Not Found","Non-Indexable","Client Error","1","0,126","",""
"https://www.example.com/december-fed-rate-meeting-crypto-impact","text/html","404","Not Found","Non-Indexable","Client Error","1","0,120","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXcyaO51Uvkw9ShzSiJXVbkbTjS9rTyv4f9blSr3toIT5sdnwK18XPh82Pvhq3hQrRihwhcv0f218qFiXiGNVlKiromqpvGnvUxr8kv4y2tDFtRmDuHk6EuBBzoXdRCqNGAWu-l8pw?key=kj09ZGv-FTUdiPMURth20g","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","0","0,631","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_campaign=Solana%20Price%20Prediction:%20Can%20It%20Hit%20$240?%20Grab%20MoonBull%20at%20$0.00005168%20-%20The%20Next%20Big%20Crypto%20You%20Can%20Still%20Buy%20Cheap","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","9","0,097","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXcdu2AC_NqIuAhmaWEoy175XTf2Hddy6atFEA4eluL2b6enCM3TrvZVQZMhj4E2wOKfN--Y1JTw6dtCp8UOxC0EgcRB-0nQKjSnnr00MA-x4kBBskbAthXYG53dpxNiypvf9Vl3XLyMKNbl5XPNjOg6Sn0ZqeTpfwRSzK_lz9tcI9P9dw?key=bwIWW_EOIru2ke3J6JK8rA","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","0","0,244","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_medium=1115-09%3A15+DOGE+Price+Prediction%3A+Can+DOGE+Rebound+to+$0.20+While+MoonBull+Presale+Steals+the+Spotlight+as+the+Best+Meme+Coin+to+Buy+Now?+SR2-9485&utm_campaign=SR2-9485","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","5","0,092","",""
"https://www.apemars.com/tc-Toptokennews/?utm_source=Toptokennews&utm_medium=329-11%3A15+Could+APEMARS+Be+the+Next+100x+Crypto?+Stage+14+Momentum+Builds+as+Ethereum+and+Hyperliquid+Capture+Market+Focus+SA-1342-ND-6218&utm_campaign=SA-1342-ND-6218","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","9","0,162","",""
"https://www.apemars.com/tc-Toptokennews/?utm_source=Toptokennews&utm_medium=1204-20%3A15+Tron+Expands+DeFi%2C+Cardano+Strengthens+Staking%2C+While+APEMARS+Stage+16+Targets+2%2C300%+ROI+—+Is+It+the+Best+Crypto+Presale?+SD-4409-HZ-1597&utm_campaign=SD-4409-HZ-1597","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","4","0,248","",""
"https://ambcrypto.com/cardano-stalls-after-night-launch-can-ada-hold-0-405/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,092","",""
"https://www.justice.gov/archives/opa/pr/samuel-bankman-fried-sentenced-25-years-his-orchestration-multiple-fraudulent-schemes","text/html","403","Forbidden","Non-Indexable","Client Error","1","0,095","",""
"https://cryptorank.io/news/feed/e4319-metaplanet-files-to-raise-3-6b-via-preferred-stock-to-fund-bitcoin","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","1,192","",""
"https://bloomingbit.io/en/feed/news/88778","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0,316","",""
"https://example.com/fhfa-orders-mortgages-accept-bitcoin-asset","text/html","404","Not Found","Non-Indexable","Client Error","1","0,087","",""
"https://example.com/bitcoin-falls-below-110000-market-volatility","text/html","404","Not Found","Non-Indexable","Client Error","1","0,084","",""
"https://www.example.com/story-protocol-high-buybacks","text/html","404","Not Found","Non-Indexable","Client Error","1","0,137","",""
"https://example.com/mkr-accumulation-shows-growing-institutional-engagement","text/html","404","Not Found","Non-Indexable","Client Error","1","0,101","",""
"https://bloomingbit.io/en/feed/news/88855","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0,264","",""
"https://www.weex.com/news/detail/weex-denies-kefuxiaohe-airdrop-claims","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0,863","",""
"https://lynch.house.gov/2025/6/rep-lynch-and-financial-services-democrats-introduce-the","text/html;charset=UTF-8","404","Not Found","Non-Indexable","Client Error","1","0,507","",""
"https://www.forbes.com/sites/forbesdigitalcoversmedia/2022/11/19/can-bitcoin-continue-its-path-to-mainstream-success-in-2023/","text/html;charset=utf-8","403","Forbidden","Non-Indexable","Client Error","1","0,130","",""
"https://www.coingecko.com/en/coins/starknet","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,145","",""
"https://example.com/ethereum-whale-reduces-holdings-by-10000-eth","text/html","404","Not Found","Non-Indexable","Client Error","1","0,125","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXcdtMWId7bBkE_-yuAFGEebeOhvtVSwBTJqetC2jNBcF2J8E218reTjD5AP5fyFM04tgXl0xPKLPzBBqqMsqA4BIMYLEDmvNhkAJJTBu59zqGHuqHXwu2H7nXFcMdlYobIv9ZLS1w?key=xtHqnoA4vPMjewY_Z-f4SQ","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","0","0,613","",""
"https://www.forbes.com/sites/anthonytellez/2021/08/04/fidelity-buys-74-of-bitcoin-mining-company-marathon-digital-holdings-across-multiple-funds/?sh=21b648a026f2","text/html;charset=utf-8","403","Forbidden","Non-Indexable","Client Error","1","0,050","",""
"https://www.example.com/okx-regulatory-concerns-hyperliquid-products","text/html","404","Not Found","Non-Indexable","Client Error","1","0,100","",""
"https://www.theblockbeats.info/en/flash/320078","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","1","1,446","",""
"https://research.lido.fi/t/lip-28-dual-governance/10032","","403","Forbidden","Non-Indexable","Client Error","1","0,380","",""
"https://example.com/apple-eases-crypto-rules-us-app-store","text/html","404","Not Found","Non-Indexable","Client Error","1","0,123","",""
"https://example.com/trump-urges-fed-rate-cuts","text/html","404","Not Found","Non-Indexable","Client Error","1","0,081","",""
"https://tokentopnews.com/crypto-markets-unmoved-tariff-ruling/hassett-tariff-ruling-negotiations","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","1","0,414","",""
"https://example.com/chainlink-hedera-avalanche-rwa-adoption","text/html","404","Not Found","Non-Indexable","Client Error","3","0,139","",""
"https://bitcointalk.org/index.php?topic=5567959.0","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,092","",""
"https://www.scribd.com/document/548230099/The-Block-Research-2022-Digital-Asset-Outlook-v2","","406","Not Acceptable","Non-Indexable","Client Error","1","0,199","",""
"https://research.grayscale.com/grayscale-predicts-crypto-regulation-2026-markets","text/html; charset=utf-8","429","Too Many Requests","Non-Indexable","Client Error","1","0,135","",""
"https://tokentopnews.com/top-5-crypto-news-in-24-hours-dot-bridge-exploit-leads-roundup/","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","2","0,478","",""
"https://www.example.com/blackrock-bitcoin-etf-80billion","text/html","404","Not Found","Non-Indexable","Client Error","1","0,084","",""
"https://bitvavo.com/en/blog/bitvavo-obtains-mica-licence","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","2","0,141","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXeAREGgkfV3AwaGaGfKQZW0nrz8pFm4pA21QFd4uN9nQ4fr2G7yDWy6Z97HqjHjn39Fi81tGeNa-h31V2HGEzAtn45Mf16H8YbqjjLuWCttAd_KNCuYpmwT2JszWz9PFdd4V9q2O0TSa5nZfxJRcZBEOR3rnEpw2cfUiDzogbcxZiJ3eQ?key=6zPaNnwFzIQpZhyoGzE3AQ","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","0","0,266","",""
"https://www.cryptopotato.com/tether-ceo-fires-back-following-low-sp-rating/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,088","",""
"https://www.coindesk.com/business/2023/10/12/banks-venturing-into-crypto-backed-instruments-amid-metaplanets-move","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","2,176","",""
"https://example.com/wlf-token-launch-4-8x-profit","text/html","404","Not Found","Non-Indexable","Client Error","1","0,081","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_campaign=Cardano%20Climbs,%20Cronos%20Expands,%20MoonBull%20Ignites%20the%20Real%20Crypto%20Mania%20as%20the%20Best%20Crypto%20to%20Invest%20in%202025","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","4","0,144","",""
"https://tokentopnews.com/blockchain-futurist-conference-returns-toronto-ninth-year/","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","1","0,394","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_medium=1104-15%3A15+From+Early+Gains+to+Big+Wins%3A+8+Top+Cryptos+to+Invest+in+2025++AA2-9142&utm_campaign=AA2-9142","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","3","0,135","",""
"http://www.fca.org.uk/publication/guidance-consultation/gc26-2.pdf","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,095","",""
"https://streamscharts.com/channels/5364195453/streams/7235044351129399000?platform=nimo","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,097","",""
"https://en.cryptonomist.ch/2025/05/02/virtuals-protocol-price-prediction-are-ai-agent-tokens-the-next-big-pump/","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","1","1,197","",""
"https://bloomingbit.io/en/feed/news/88976","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0,328","",""
"https://www.moonbull.io/buy-now/?utm_source=Toptokennews&utm_medium=1109-21%3A15+Best+Meme+Coin+to+Buy+Under+$1?+MoonBull+($MOBU)+Presale+Explodes+With+1000x+Gains+While+FLOKI+and+Shiba+Inu+Heat+Up++HZ-1597&utm_campaign=HZ-1597","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","3","0,193","",""
"https://example.com/upbit-pokt-lpt-wct-trading-volume","text/html","404","Not Found","Non-Indexable","Client Error","1","0,080","",""
"https://research.grayscale.com/reports/2026-digital-asset-outlook-dawn-of-the-institutional-era","text/html; charset=utf-8","429","Too Many Requests","Non-Indexable","Client Error","3","0,115","",""
"https://www.reuters.com/article/us-usa-trade-china-extracts-idUSKCN1TB0O1","text/html;charset=utf-8","401","HTTP Forbidden","Non-Indexable","Client Error","1","0,059","",""
"https://www.coinbase.com/blog/coinbase-blue-carpet-program-token-listing","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,144","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_medium=MoonBull,%20Solana,%20and%20Chainlink%20Top%20the%20List%20of%206%20Top%20Cryptos%20to%20Buy%20in%202025&utm_campaign=FJ-3248","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","3","0,135","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXeK80frmWqcngtd4HjH3Os2L-wkdGMI1jFmOA7m2evGsjGdpEm6ceyF2Fzz-awBGb-TvsAAnaQftifk2hXo7xRuKUQDZTGkLfQ8lAK0nx4LUBng5FnTUDQedEIEaEJmlxoP75rDcwdzrwCoHxkLGZOPvVs_RYT-9g7s-qzQEACRiFAPjQ?key=Q3NEm83Abo4Di-Glafc4Pg","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","0","0,280","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXcTvXv0b2TIYnUIQMsrqWQY0zYNTi27u_tllo3e0y08-RKo8-9I9wy5L620wdJ4h5Sli4p9aGF3bLgLqRq6Qd9syU8SQbPsPM0QGrjF1AprHqqYPsNWZUf4WpNI4Px5vFcMmTUHRjPgpcAFK4O-YoKhxMzbXDTXvrm1BDL4bTUsI40?key=jzLdQkB6VzCHGsP1lZLqVg","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","0","0,251","",""
"https://www.circle.com/blog/circle-arc-blockchain-scalable-finance","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","2","1,381","",""
"https://www.advisorperspectives.com/dshort/updates/2025/05/16/treasury-yields-snapshot-may-16-2025","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,093","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXezt6iWYdMtd_G4bhVFrV5yaaUGAewETZL5fbuq4Xl5NOyz7y2BJRSIIZIQraozjRCcj3hAFpfnNWu3KDRpCljxc1HJ4x6Y_wE0UdOypa-tFTJLzATpsrFblVMFgKPcP75-NnhpphdVi1KEEzOkeUJDRlAspnCj_JKX94JaFpUUH_Rotg?key=Kt3Zdk00gQzabRLgSL1q0Q","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","0","0,281","",""
"https://forum.reserve.org/t/rfc-rsr-health-request-for-comments/1269?page=5","","403","Forbidden","Non-Indexable","Client Error","2","0,221","",""
"https://www.thestreet.com/crypto/markets/popular-crypto-company-cuts-staff-in-post-acquisition-restructuring","text/html;charset=utf-8","403","Forbidden","Non-Indexable","Client Error","1","0,032","",""
"https://example.com/jack-mallers-twenty-one-capital-nyse-listing","text/html","404","Not Found","Non-Indexable","Client Error","1","0,109","",""
"https://example.com/Transformative-Market-Periods-Indicated-by-Crypto-Investment-Dynamics","text/html","404","Not Found","Non-Indexable","Client Error","1","0,083","",""
"https://cryptonews.com/news/metaplanet-acquires-2205-more-bitcoins-pushing-total-holdings-to-1-7b/","text/plain;charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,088","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_campaign=Secure%20a%20Spot%20in%20MoonBull%20-%20The%20Top%20New%20Meme%20Coin%20to%20Watch%20Before%20Whitelist%20Closes,%20With%20LOFI%20Rallying%20and%20Cheems%20in%20Red","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","6","0,251","",""
"https://www.coinbase.com/blog/powering-the-future-of-ecommerce-introducing-coinbase-payments","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,046","",""
"https://www.apemars.com/tc-Toptokennews/?utm_source=Toptokennews&utm_medium=220-14%3A15+Don%27t+Miss+APEMARS+Stage+8%3A+The+Top+100x+Crypto+to+Buy+in+February+Before+It+Rockets+Like+Bitcoin+and+BNB+AM-5096-ND-6218&utm_campaign=AM-5096-ND-6218","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","9","0,195","",""
"https://example.com/steak-shake-bitcoin-payments-2025-us","text/html","404","Not Found","Non-Indexable","Client Error","1","0,135","",""
"https://followin.io/en/feed/18083219","text/html; charset=utf-8","429","Too Many Requests","Non-Indexable","Client Error","1","0,116","",""
"https://www.example.com/significant-whale-activity-over-three-months","text/html","404","Not Found","Non-Indexable","Client Error","1","0,145","",""
"https://www.politico.com/news/2025/06/05/elon-musk-federal-contracts-trump-00390319","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,123","",""
"https://example.com/december-token-unlocks-2025-analysis","text/html","404","Not Found","Non-Indexable","Client Error","1","0,098","",""
"https://www.okx.com/en/okb-soars-125-after-token-burn","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0,309","",""
"https://example.com/allie-page-american-innovation-project-director","text/html","404","Not Found","Non-Indexable","Client Error","1","0,142","",""
"https://www.moonbull.io/buy-now/?utm_source=Toptokennews&utm_medium=1117-05%3A15+Is+MoonBull+($MOBU)+the+Real+Gem+Among+the+Best+Cryptos+to+Invest+in+2025?+While+Sui+Launches+USDsui+and+XRP+Rockets+Past+$2+SR2-9485-HZ-1597&utm_campaign=SR2-9485-HZ-1597","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","7","0,187","",""
"https://www.coingecko.com/en/categories/believe-app-ecosystem","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,187","",""
"https://www.ccn.com/analysis/crypto/ethereum-price-eth-bounces-off-key-support/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,138","",""
"https://finance.yahoo.com/news/hainan-huatie-yellow-bee-invests-043200066.html","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0,164","",""
"https://research.lido.fi/t/lido-v3-whitepaper-rfc/10124","","403","Forbidden","Non-Indexable","Client Error","1","0,873","",""
"https://www.example.com/bitcoin-treasury-expansion","text/html","404","Not Found","Non-Indexable","Client Error","1","0,087","",""
"https://www.example.com/bitcoin-liquidity-rebound-points-rally","text/html","404","Not Found","Non-Indexable","Client Error","1","0,137","",""
"https://example.com/fed-rate-cut-crypto-market-impact","text/html","404","Not Found","Non-Indexable","Client Error","1","0,127","",""
"https://www.moonbull.io/?utm_source=Toptokennews&utm_medium=1111-01%3A15+Chasing+the+Next+Big+Crypto?+MoonBull’s+Explosive+Presale+Outpaces+Bitcoin’s+Gains+and+Bitcoin+Cash+Momentum+SR2-9485-AAM-4721&utm_campaign=SR2-9485-AAM-4721","text/html; charset=utf-8","403","Forbidden","Non-Indexable","Client Error","5","0,115","",""
"https://lh7-rt.googleusercontent.com/docsz/AD_4nXcM3C957AV6GG6otrFhcreEX_K99cf73aXmthf6X-zMoSuq22YSYRhwB7WYu9ItdmVIKPc6ql806orS1I_InS5Xnu-efxcXmg_IuHxUH1Mhcc1l79A-KNuc80QKs0tpBhVQH_UsTjrYyYYIomKbdX5NqtFnmacQQOj4m041i-ft0a0wDA?key=jzLdQkB6VzCHGsP1lZLqVg","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","0","0,238","",""
"https://sbcamericas.com/2025/06/06/polymarket-partnership-social-app-x/","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,124","",""
"https://www.theblock.co/post/355056/bancor-sues-uniswap-for-patent-infringement-over-dex-smart-contract-tech","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0,099","",""
