"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://coinlineup.com/wp-content/uploads/2025/08/arthur-hayes-sells-2373-eth.jpg","text/html; charset=UTF-8","525","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/09/binance-launches-0g-trading-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/10/gateio-recall-contracts-status-file.jpeg","text/html; charset=UTF-8","525","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/05/polygon-cofounder-deepfake-scam.jpg","text/html; charset=UTF-8","525","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/09/bonk-coin-bullish-chart-move-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/cls-global-wash-trading-fine.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2026/01/image-13.jpeg","","0","Connection Timeout","Non-Indexable","No Response"
"https://coinlineup.com/wp-content/uploads/2026/01/image-83.png","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/08/bitcoin-17th-anniversary-quiet-milestone.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/12/image-1.png","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/09/sec-excludes-meme-coins-2023-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/08/bitcoin-futures-open-interest-drop.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/08/defi-revolutionizes-market-efficiency.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/08/metamask-musd-stablecoin-launch.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/05/tether-blacklist-delay-78m-transfer.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/05/bitcoin-soars-above-112k-japan-crisis.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/strategy-purchase-billion-bitcoin/","","0","Connection Timeout","Non-Indexable","No Response"
"https://coinlineup.com/wp-content/uploads/2025/08/2025-08-28T154750.377Zunnamed.png","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2026/01/2026-01-19-060000.png","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2026/01/machi-big-brother-ethereum-losses-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2026/01/bitcoin-losses-report-jan-2026-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/12/whale-usdc-transfer-eth-long-position-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/06/mempool-fraudulent-encryption-alert.jpg","text/html; charset=UTF-8","525","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2026/01/bitcoin-etfs-bull-market-2026-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/hyperliquid-wallet-deposit-crypto-trade/","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/10/bitcoin-surpasses-120k-etf-inflows-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/09/trump-golden-age-crypto-initiatives-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/09/usde-rewards-program-12-yield-file.jpeg","text/html; charset=UTF-8","525","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2026/01/ai-copper-market-crypto-surge-file.jpeg","text/html; charset=UTF-8","525","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/crypto-whale-pepe-trade-hyperliquid/","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/06/2025-06-09T162847.755Zunnamed.png","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/09/crypto-whale-boosts-market-interest-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/08/bitcoin-drops-hawkish-fed.jpg","text/html; charset=UTF-8","525","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/shib-burns-increase-weekly-shibburn/","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/crypto-market-eth-liquidation-blackrock-involvement/","","0","Connection Timeout","Non-Indexable","No Response"
"https://coinlineup.com/wp-content/uploads/2025/05/wbtc-launch-on-solana-blockchain.png","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/latest-crypto-news-insights.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/sui-crypto-price-analysis.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/sei-blockchain-rising-star-crypto.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/florida-attorney-john-morgan-twitter.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/09/cloudburst-7m-series-a-funding-file.jpeg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/future-ai-crypto-trading-insights.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/fed-warning-bitcoin-volatility.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/btc-eth-xrp-bounce-rate-cuts.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/12/boj-interest-rate-hike-2023-file.jpeg","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/blockchain-fact-verification.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/10/transcrypts-15m-seed-funding-file.jpeg","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/latest-promotions-roboforex-instaforex.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/mara-bitcoin-production-update.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/pi-network-price-surge-or-fall.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/exploring-future-digital-currencies.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/05/arbitrum-10m-blockchain-gaming.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/defi-future-insights-2025.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/05/bitcoin-etfs-432m-inflow-surge.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/central-bank-cuts-dollar-purchases.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/05/metamask-integrates-solana-2025.jpg","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/hyperliquidx-crypto-developments.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/crypto-community-twitter-insights.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/08/stellar-protocol-upgrade-impact-pi.jpg","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/seth-fin-x-com-crypto-insight.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/tokenized-deposits-rise.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/sec-crypto-regulatory-updates.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/nft-market-trends-2025.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/crypto-leaders-janover-takeover.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/solana-price-trends-2023.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/latest-insights-fed-crypto-trends.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/central-bank-treasury-dynamics.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/us-recession-prediction-signals.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/tether-twitter-news-update.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/06/brazil-drex-digital-currency-pilot.jpg","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/billion-crypto-liquidations-surge.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/insightful-tweet-crypto-discussion.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/hong-kong-stock-market-turmoil.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/exploring-solana-token-transfers.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/blockchain-futurist-2025-event.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/latest-onchain-data-insights.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/cryptocurrency-insights-updates.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/crypto-space-insights-2023.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/05/fed-rate-cut-projections-2025.jpg","text/html; charset=UTF-8","520","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/bitget-q2-2025-burn-status/","","0","Connection Timeout","Non-Indexable","No Response"
"https://coinlineup.com/wp-content/uploads/2025/04/binance-new-features-platform.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/millionero-next-block-expo-2025.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/tariff-impact-crypto-markets.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/egrag-crypto-trend-analysis.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/latest-cryptocurrency-trends-2024.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/bitcoin-surges-past-50000.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/larry-fink-bitcoin-usd-warning.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/elon-musk-tariff-tensions.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/fartcoin-price-surge-analysis.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/btc-price-crash-liquidation-forecast.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/stablecoin-balances-low-exchanges.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/05/binance-merlin-1m-trading-competition.jpg","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/09/solana-price-dip-and-recovery-file.jpeg","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/texas-crypto-regulations-impact.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/trumps-tariff-pause-debate.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/andrew-bailey-fsb-chair-crypto.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/mt-gox-impact-crypto-market.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/bitcoin-2025-market-trends.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/mexc-exchange-support-guide.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/cryptocurrency-news-trends-2023.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/aws-outages-crypto-impact.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/teucrium-xrp-etf-updates.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/ai-tools-crypto-workflow-impact.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/bitcoin-price-analysis-2025.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/04/global-batch-program-launch.png","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error"
"https://coinlineup.com/wp-content/uploads/2025/06/2025-06-23T142152.039Zunnamed.png","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/major-crypto-etfs-insights.png","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/wp-content/uploads/2025/04/bybit-ceo-vietnam-crypto-meeting.png","text/html; charset=UTF-8","522","<none>","Non-Indexable","Server Error"
"https://coinlineup.com/cmc-currency-details/","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised"
