URL,Type,Status Code,Indexability,In Sitemap,Orphan URL,Noindex Signal,Canonical Missing,Canonicalised,Meta Missing,Meta Duplicate,Title Duplicate,Title Over 60,Backlink Rows,Referring Domains,Follow Rows,Suggested Action,Replacement URL,Priority,Decision Confidence,Notes
https://coinlineup.com/altcoin-season-capital-shifts-bitcoin/altcoin-season-capital-shifts-bitcoin,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/altcoin-season-capital-shifts-bitcoin/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/ant-digital-innovation-hong-kong/ant-digital-innovation-hong-kong,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/ant-digital-innovation-hong-kong/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/anysphere-900m-funding-ftx-share-sale/anysphere-900m-funding-ftx-share-sale,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/anysphere-900m-funding-ftx-share-sale/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/apple-ai-chatbot-integration-siri/apple-ai-chatbot-integration-siri,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/apple-ai-chatbot-integration-siri/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/arbitrum-allocates-14m-security-audits/arbitrum-allocates-14m-security-audits,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/arbitrum-allocates-14m-security-audits/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/arbitrum-inflows-ethereum-outflows-capital-shift/arbitrum-inflows-ethereum-outflows-capital-shift,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/arbitrum-inflows-ethereum-outflows-capital-shift/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/ark-invest-bitmine-ethereum-strategy/ark-invest-bitmine-ethereum-strategy,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/ark-invest-bitmine-ethereum-strategy/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/ark-invest-coinbase-bitcoin-etf-strategy/ark-invest-coinbase-bitcoin-etf-strategy,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/ark-invest-coinbase-bitcoin-etf-strategy/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/arkham-reveals-microstrategy-bitcoin-holdings/arkham-reveals-microstrategy-bitcoin-holdings,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/arkham-reveals-microstrategy-bitcoin-holdings/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/arthur-hayes-bitcoin-ethereum-forecast/arthur-hayes-bitcoin-ethereum-forecast,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/arthur-hayes-bitcoin-ethereum-forecast/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/arthur-hayes-liquidates-eth-altcoins/arthur-hayes-liquidates-eth-altcoins,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/arthur-hayes-liquidates-eth-altcoins/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/arthur-hayes-tech-stocks-perpetual-contracts/arthur-hayes-tech-stocks-perpetual-contracts,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/arthur-hayes-tech-stocks-perpetual-contracts/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/aster-dex-xpl-contract-compensation/3,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/aster-dex-xpl-contract-compensation/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/aster-dex-xpl-contract-compensation/aster-dex-xpl-contract-compensation,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/aster-dex-xpl-contract-compensation/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/aster-rocket-launch-crypto-liquidity/aster-rocket-launch-crypto-liquidity,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/aster-rocket-launch-crypto-liquidity/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/avalanche-fifa-blockchain-partnership/avalanche-fifa-blockchain-partnership,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/avalanche-fifa-blockchain-partnership/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/avax-one-token-acquisition-rebrand/avax-one-token-acquisition-rebrand,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/avax-one-token-acquisition-rebrand/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bcgame-token-destruction-mechanism-launch/bcgame-token-destruction-mechanism-launch,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bcgame-token-destruction-mechanism-launch/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/beijing-launches-crypto-liquidation-hong-kong/beijing-launches-crypto-liquidation-hong-kong,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/beijing-launches-crypto-liquidation-hong-kong/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bernstein-bitcoin-forecast-200k-target/bernstein-bitcoin-forecast-200k-target,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bernstein-bitcoin-forecast-200k-target/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/billion-dollar-crypto-company-shuts-down-kills-token-launch/,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/billion-dollar-crypto-company-shuts-down-kills-token-launch-no-users/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-aio-token-airdrop-2025/binance-aio-token-airdrop-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-aio-token-airdrop-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-alpha-infinex-inx-airdrop/binance-alpha-infinex-inx-airdrop,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-alpha-infinex-inx-airdrop/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-alpha-token-promotion-2025/binance-alpha-token-promotion-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-alpha-token-promotion-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-bitlayer-launch-booster-campaign/binance-bitlayer-launch-booster-campaign,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-bitlayer-launch-booster-campaign/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-collateral-leverage-update-2025/binance-collateral-leverage-update-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-collateral-leverage-update-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-cz-bullish-2025-crypto-prediction/binance-cz-bullish-2025-crypto-prediction,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-cz-bullish-2025-crypto-prediction/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-dark-token-airdrop-2025/binance-dark-token-airdrop-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-dark-token-airdrop-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-hodler-airdrop-fabric-protocol-robo/,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-hodler-airdrop-fabric-protocol-robo-62nd-project/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-leads-crypto-onchain-holdings-136b/,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-leads-crypto-onchain-holdings-136b-coinbase-satoshi/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-lists-morpho-leverage-investment-features/binance-lists-morpho-leverage-investment-features,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-lists-morpho-leverage-investment-features/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/binance-wallet-tge-tranche-43-subscription/binance-wallet-tge-tranche-43-subscription,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/binance-wallet-tge-tranche-43-subscription/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-100k-inflation-tensions-impact/bitcoin-100k-inflation-tensions-impact,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-100k-inflation-tensions-impact/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-112k-breakout-unconfirmed/bitcoin-112k-breakout-unconfirmed,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-112k-breakout-unconfirmed/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-90000-resistance-market-challenges/bitcoin-90000-resistance-market-challenges,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-90000-resistance-market-challenges/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-break-market-ceilings-eugene/bitcoin-break-market-ceilings-eugene,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-break-market-ceilings-eugene/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-bullish-divergence-market-decoupling/bitcoin-bullish-divergence-market-decoupling,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-bullish-divergence-market-decoupling/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-cme-gap-iran-strike/bitcoin-cme-gap-iran-strike,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-cme-gap-iran-strike/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-consolidates-below-116k-macroeconomic-concerns/bitcoin-consolidates-below-116k-macroeconomic-concerns,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-consolidates-below-116k-macroeconomic-concerns/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-critical-test-low-liquidity/bitcoin-critical-test-low-liquidity,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-critical-test-low-liquidity/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-crosses-89k-u-s-inflation-effect/bitcoin-crosses-89k-u-s-inflation-effect,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-crosses-89k-u-s-inflation-effect/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-decentralization-western-finance-debate/bitcoin-decentralization-western-finance-debate,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-decentralization-western-finance-debate/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-demand-drivers-unverified-sources/bitcoin-demand-drivers-unverified-sources,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-demand-drivers-unverified-sources/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-dips-below-109k-market-impact/bitcoin-dips-below-109k-market-impact,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-dips-below-109k-market-impact/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-dips-below-95000-market-impact/bitcoin-dips-below-95000-market-impact,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-dips-below-95000-market-impact/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-dips-under-118000-market-correction/bitcoin-dips-under-118000-market-correction,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-dips-under-118000-market-correction/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-drops-below-113k-market-volatility/bitcoin-drops-below-113k-market-volatility,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-drops-below-113k-market-volatility/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-drops-below-115000-fed-concerns/bitcoin-drops-below-115000-fed-concerns,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-drops-below-115000-fed-concerns/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-drops-below-117000-market-reactions/bitcoin-drops-below-117000-market-reactions,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-drops-below-117000-market-reactions/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-drops-below-118k-market-impact/bitcoin-drops-below-118k-market-impact,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-drops-below-118k-market-impact/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-drops-below-81000-market-volatility/bitcoin-drops-below-81000-market-volatility,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-drops-below-81000-market-volatility/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-energy-consumption-streaming-ai-social-media/bitcoin-energy-consumption-streaming-ai-social-media,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-energy-consumption-streaming-ai-social-media/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-etf-inflows-may-2025-2/bitcoin-etf-inflows-may-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-etf-inflows-may-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-etf-inflows-record-highs/bitcoin-etf-inflows-record-highs,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-etf-inflows-record-highs/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-etf-outflows-ethereum-inflows/bitcoin-etf-outflows-ethereum-inflows,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-etf-outflows-ethereum-inflows/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-etf-outflows-hit-225m-as-eth-and-sol-spot-funds-also-bleed/,article,404,Non-Indexable,no,no,no,no,no,no,no,no,no,2,2,0,301,,High,Medium,Broken URL still has backlink value; map to closest same-intent live URL
https://coinlineup.com/bitcoin-etfs-net-inflows-blackrock-outflows/bitcoin-etfs-net-inflows-blackrock-outflows,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-etfs-net-inflows-blackrock-outflows/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-ethereum-bear-market-hold/bitcoin-ethereum-bear-market-hold,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-ethereum-bear-market-hold/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-ethereum-etfs-inflows-may-2025/bitcoin-ethereum-etfs-inflows-may-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-ethereum-etfs-inflows-may-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-ethereum-etfs-major-outflows/bitcoin-ethereum-etfs-major-outflows,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-ethereum-etfs-major-outflows/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-ethereum-etfs-notable-inflows/bitcoin-ethereum-etfs-notable-inflows,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-ethereum-etfs-notable-inflows/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-ethereum-market-dominance-2025/bitcoin-ethereum-market-dominance-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-ethereum-market-dominance-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-ethereum-stability-us-tariff-surge/1,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-ethereum-stability-us-tariff-surge/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-falls-below-103k-market-fluctuations/bitcoin-falls-below-103k-market-fluctuations,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-falls-below-103k-market-fluctuations/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/10,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/3,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/8,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/9,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-falls-below-116000-market-volatility/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-falls-below-83000-due-to-liquidations/bitcoin-falls-below-83000-due-to-liquidations,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-falls-below-83000-due-to-liquidations/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-falls-below-87000-market-impact/bitcoin-falls-below-87000-market-impact,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-falls-below-87000-market-impact/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-forecast-150000-by-2025/bitcoin-forecast-150000-by-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-forecast-150000-by-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-hashrate-record-infrastructure-growth/bitcoin-hashrate-record-infrastructure-growth,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-hashrate-record-infrastructure-growth/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-high-trump-xi-meeting/bitcoin-high-trump-xi-meeting,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-high-trump-xi-meeting/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-highs-japan-bond-crisis/bitcoin-highs-japan-bond-crisis,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-highs-japan-bond-crisis/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-hourly-correction-dips-below-116k/bitcoin-hourly-correction-dips-below-116k,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-hourly-correction-dips-below-116k/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-liquidation-surge-117k-institutional/bitcoin-liquidation-surge-117k-institutional,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-liquidation-surge-117k-institutional/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-low-probability-drop-90000/bitcoin-low-probability-drop-90000,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-low-probability-drop-90000/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-market-recovery-liquidations-decline/bitcoin-market-recovery-liquidations-decline,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-market-recovery-liquidations-decline/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-matches-gold-value-kilogram/bitcoin-matches-gold-value-kilogram,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-matches-gold-value-kilogram/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-microstrategy-2025-performance-comparison/bitcoin-microstrategy-2025-performance-comparison,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-microstrategy-2025-performance-comparison/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-miners-record-profits-q1-2025/bitcoin-miners-record-profits-q1-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-miners-record-profits-q1-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-mining-difficulty-drops-june-2025/bitcoin-mining-difficulty-drops-june-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-mining-difficulty-drops-june-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-mining-difficulty-increase-low-hashprice/bitcoin-mining-difficulty-increase-low-hashprice,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-mining-difficulty-increase-low-hashprice/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-mining-profitability-september-decline/bitcoin-mining-profitability-september-decline,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-mining-profitability-september-decline/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-nears-70k-as-seller-resistance-builds/,article,404,Non-Indexable,no,no,no,no,no,no,no,no,no,2,2,0,301,,High,Medium,Broken URL still has backlink value; map to closest same-intent live URL
https://coinlineup.com/bitcoin-new-record-high-2025/bitcoin-new-record-high-2025,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-new-record-high-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-power-law-model-etf-flows/,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-power-law-model-etf-flows-challenge-curve/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-price-90k-resistance-challenge/bitcoin-price-90k-resistance-challenge,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-price-90k-resistance-challenge/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-price-below-production-cost-2026/bitcoin-price-below-production-cost-2026,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-price-below-production-cost-2026/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-price-drops-october-2025/10,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-price-drops-october-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-price-drops-october-2025/12,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-price-drops-october-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-price-drops-october-2025/3,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-price-drops-october-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-price-drops-october-2025/4,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-price-drops-october-2025/,High,High,Existing redirect URL should be reviewed
https://coinlineup.com/bitcoin-price-drops-october-2025/5,article,301,Non-Indexable,no,no,no,no,no,no,no,no,no,0,0,0,301,https://coinlineup.com/bitcoin-price-drops-october-2025/,High,High,Existing redirect URL should be reviewed
